Query device success: there are 8 devices
Device ID 0 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 1 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 2 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 3 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 4 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 5 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 6 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 7 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------

function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,2048,1,1,1,2048,207.842, 415.886, 40.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,2048,1,1,1,2048,162.1, 648.718, 51.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,4096,1,1,1,4096,246.663, 493.446, 136.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,4096,1,1,1,4096,184.253, 737.19, 182.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,6144,1,1,1,6144,258.903, 517.891, 291.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,6144,1,1,1,6144,197.289, 789.283, 382.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,8192,1,1,1,8192,261.34, 522.744, 513.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,8192,1,1,1,8192,191.186, 764.836, 702.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,10240,1,1,1,10240,264.41, 528.871, 793.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,10240,1,1,1,10240,200.935, 803.819, 1043.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,12288,1,1,1,12288,265.366, 530.774, 1138.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,12288,1,1,1,12288,202.344, 809.442, 1492.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,14336,1,1,1,14336,265.157, 530.351, 1550.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,14336,1,1,1,14336,203.072, 812.345, 2024.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,16384,1,1,1,16384,265.377, 530.786, 2023.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,16384,1,1,1,16384,202.587, 810.397, 2650.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,18432,1,1,1,18432,265.574, 531.177, 2558.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,18432,1,1,1,18432,203.941, 815.807, 3332.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,20480,1,1,1,20480,265.69, 531.406, 3157.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
