Query device success: there are 8 devices
Device ID 0 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 1 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 2 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 3 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 4 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 5 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 6 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 7 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------

function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,2048,'(1:0)',2048,1,'(1:0)',1,187.651, 94.1004, 178.9,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,2048,'(1:0)',2048,1,'(1:0)',1,154.633, 155.086, 217.1,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,4096,'(1:0)',4096,1,'(1:0)',1,389.923, 195.247, 344.3,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,4096,'(1:0)',4096,1,'(1:0)',1,308.48, 308.932, 435.2,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,6144,'(1:0)',6144,1,'(1:0)',1,570.208, 285.382, 529.7,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,6144,'(1:0)',6144,1,'(1:0)',1,450.603, 451.043, 670.3,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,8192,'(1:0)',8192,1,'(1:0)',1,740.806, 370.674, 724.8,
