
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,2048,2048,2048,1,2048,2048,1,2048,14152.6, 41.4628, 1213.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,2048,2048,2048,1,2048,2048,1,2048,13966.2, 81.8334, 1230.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,2048,2048,2048,'(1:0)',2048,2048,'(1:0)',2048,14769.2, 21.6345, 4652.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,2048,2048,2048,'(1:0)',2048,2048,'(1:0)',2048,14811.8, 43.394, 4639.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,2560,2560,2560,1,2560,2560,1,2560,14247.6, 33.3927, 2355.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,2560,2560,2560,1,2560,2560,1,2560,14629, 68.5732, 2293.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,2560,2560,2560,'(1:0)',2560,2560,'(1:0)',2560,14726.4, 17.2575, 9114.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,2560,2560,2560,'(1:0)',2560,2560,'(1:0)',2560,18978.5, 44.4808, 7072.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,3072,3072,3072,1,3072,3072,1,3072,18206.4, 35.5595, 3184.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,3072,3072,3072,1,3072,3072,1,3072,14462.3, 56.4932, 4009.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,3072,3072,3072,'(1:0)',3072,3072,'(1:0)',3072,15164.3, 14.8088, 15294.4,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,3072,3072,3072,'(1:0)',3072,3072,'(1:0)',3072,16469.3, 32.1665, 14082.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,3584,3584,3584,1,3584,3584,1,3584,18522.5, 31.0086, 4970.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,3584,3584,3584,1,3584,3584,1,3584,14515.3, 48.6003, 6343.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,3584,3584,3584,'(1:0)',3584,3584,'(1:0)',3584,16261, 13.6113, 22648.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,3584,3584,3584,'(1:0)',3584,3584,'(1:0)',3584,15856.1, 26.5449, 23227.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,4096,4096,4096,1,4096,4096,1,4096,14758.1, 21.6183, 9312.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,4096,4096,4096,1,4096,4096,1,4096,14881.3, 43.5975, 9235.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,4096,4096,4096,'(1:0)',4096,4096,'(1:0)',4096,18167.6, 13.3064, 30260.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,4096,4096,4096,'(1:0)',4096,4096,'(1:0)',4096,18990.9, 27.8187, 28948.4,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,4608,4608,4608,1,4608,4608,1,4608,19213.7, 25.0178, 10184.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,4608,4608,4608,1,4608,4608,1,4608,14924, 38.8646, 13112.4,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,4608,4608,4608,'(1:0)',4608,4608,'(1:0)',4608,19204, 12.5026, 40760.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,4608,4608,4608,'(1:0)',4608,4608,'(1:0)',4608,19113.3, 24.8871, 40953.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,5120,5120,5120,1,5120,5120,1,5120,17148, 20.0954, 15654,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,5120,5120,5120,1,5120,5120,1,5120,17607.2, 41.2668, 15245.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,5120,5120,5120,'(1:0)',5120,5120,'(1:0)',5120,18611.4, 10.9051, 57692.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,5120,5120,5120,'(1:0)',5120,5120,'(1:0)',5120,19329, 22.6512, 55550.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,5632,5632,5632,1,5632,5632,1,5632,17410.4, 18.548, 20521.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,5632,5632,5632,1,5632,5632,1,5632,17505.1, 37.2978, 20410.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,5632,5632,5632,'(1:0)',5632,5632,'(1:0)',5632,19129.7, 10.1898, 74708.3,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,5632,5632,5632,'(1:0)',5632,5632,'(1:0)',5632,19159.3, 20.4112, 74593.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,6144,6144,6144,1,6144,6144,1,6144,18041.9, 17.619, 25710,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,6144,6144,6144,1,6144,6144,1,6144,17373.6, 33.9328, 26698.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,6144,6144,6144,'(1:0)',6144,6144,'(1:0)',6144,19161.3, 9.35613, 96831.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,6144,6144,6144,'(1:0)',6144,6144,'(1:0)',6144,19330.1, 18.8771, 95986.3,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,6656,6656,6656,1,6656,6656,1,6656,17477.2, 15.7546, 33744.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,6656,6656,6656,1,6656,6656,1,6656,17220, 31.0456, 34248.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,6656,6656,6656,'(1:0)',6656,6656,'(1:0)',6656,19162.6, 8.63701, 123105,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,6656,6656,6656,'(1:0)',6656,6656,'(1:0)',6656,19356.2, 17.4485, 121874,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,7168,7168,7168,1,7168,7168,1,7168,18482.8, 15.4711, 39852.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,7168,7168,7168,1,7168,7168,1,7168,19204.2, 32.1499, 38355.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,7168,7168,7168,'(1:0)',7168,7168,'(1:0)',7168,19143.5, 8.01207, 153908,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,7168,7168,7168,'(1:0)',7168,7168,'(1:0)',7168,19366.1, 16.2105, 152139,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,7680,7680,7680,1,7680,7680,1,7680,17982.1, 14.0485, 50381.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,7680,7680,7680,1,7680,7680,1,7680,18505.8, 28.9153, 48956,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,7680,7680,7680,'(1:0)',7680,7680,'(1:0)',7680,19223.5, 7.50919, 188513,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,7680,7680,7680,'(1:0)',7680,7680,'(1:0)',7680,19359.1, 15.1243, 187193,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,8192,8192,8192,1,8192,8192,1,8192,18263.1, 13.3763, 60204.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,8192,8192,8192,1,8192,8192,1,8192,19319.7, 28.3003, 56911.5,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,8192,8192,8192,'(1:0)',8192,8192,'(1:0)',8192,19171.4, 7.02079, 229406,
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,ldb,beta,ldc,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,8192,8192,8192,'(1:0)',8192,8192,'(1:0)',8192,19388.8, 14.2008, 226834,
