
scal,f32_c,f32_c,f32_c,f32_c,f32_c,8192000,'(2:0)',1,490.05, 1306.8, 100.3,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,8192000,'(2:0)',1,252.32, 1345.71, 194.8,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,10240000,2,1,137.634, 1101.08, 74.4,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,10240000,2,1,82.5474, 1320.76, 124.05,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,10240000,'(2:0)',1,495.085, 1320.23, 124.1,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,10240000,'(2:0)',1,253.832, 1353.77, 242.05,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,12288000,2,1,154.858, 1238.87, 79.35,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,12288000,2,1,66.4037, 1062.46, 185.05,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,12288000,'(2:0)',1,499.005, 1330.68, 147.75,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,12288000,'(2:0)',1,254.806, 1358.96, 289.35,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,14336000,2,1,156.166, 1249.32, 91.8,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,14336000,2,1,83.7139, 1339.42, 171.25,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,14336000,'(2:0)',1,501.844, 1338.25, 171.4,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,14336000,'(2:0)',1,255.848, 1364.52, 336.2,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,16384000,2,1,157.236, 1257.89, 104.2,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,16384000,2,1,84.1284, 1346.05, 194.75,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,16384000,'(2:0)',1,504.123, 1344.33, 195,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,16384000,'(2:0)',1,256.133, 1366.04, 383.8,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,18432000,2,1,158.147, 1265.17, 116.55,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,18432000,2,1,84.3956, 1350.33, 218.4,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,18432000,'(2:0)',1,505.91, 1349.09, 218.6,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,18432000,'(2:0)',1,256.386, 1367.39, 431.35,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_r,f32_r,f32_r,f32_r,f32_r,20480000,2,1,158.637, 1269.09, 129.1,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_r,f64_r,f64_r,f64_r,f64_r,20480000,2,1,84.5233, 1352.37, 242.3,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f32_c,f32_c,f32_c,f32_c,f32_c,20480000,'(2:0)',1,506.617, 1350.98, 242.55,
function,a_type,b_type,c_type,d_type,compute_type,N,alpha,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
scal,f64_c,f64_c,f64_c,f64_c,f64_c,20480000,'(2:0)',1,256.776, 1369.47, 478.55,
