
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,2048,512,2048,1,42.2194, 84.9096, 43.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,2048,512,2048,1,36.6576, 147.448, 50.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,2048,512,2048,1,147.218, 148.039, 49.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,2048,512,2048,1,107.715, 216.632, 68.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,4096,512,4096,1,83.9178, 168.709, 46.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,4096,512,4096,1,73.7031, 296.346, 53.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,4096,512,4096,1,265.033, 266.412, 59.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,4096,512,4096,1,156.491, 314.61, 100.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,6144,512,6144,1,108.738, 218.582, 55.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,6144,512,6144,1,85.4808, 343.664, 70.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,6144,512,6144,1,339.997, 341.728, 71,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,6144,512,6144,1,220.053, 442.346, 109.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,8192,512,8192,1,131.62, 264.566, 61.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,8192,512,8192,1,103.094, 414.454, 78.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,8192,512,8192,1,410.815, 412.884, 79.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,8192,512,8192,1,273.187, 549.125, 119.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,10240,512,10240,1,93.0304, 186.992, 110,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,10240,512,10240,1,73.6742, 296.171, 138.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,10240,512,10240,1,293.219, 294.686, 139.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,10240,512,10240,1,194.643, 391.233, 210.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,12288,512,12288,1,99.0566, 199.1, 124.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,12288,512,12288,1,84.0664, 337.941, 146.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,12288,512,12288,1,334.896, 336.564, 147.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,12288,512,12288,1,227.433, 457.132, 216.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,14336,512,14336,1,107.78, 216.631, 133.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,14336,512,14336,1,93.4093, 375.493, 154.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,14336,512,14336,1,373.879, 375.736, 154.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,14336,512,14336,1,254.304, 511.134, 227,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,16384,512,16384,1,117.324, 235.811, 140.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,16384,512,16384,1,96.1101, 386.346, 172,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,16384,512,16384,1,406.665, 408.681, 162.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,16384,512,16384,1,327.832, 658.914, 201.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,18432,512,18432,1,91.5037, 183.913, 203.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,18432,512,18432,1,81.4611, 327.456, 228.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,18432,512,18432,1,323.862, 325.464, 230.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,18432,512,18432,1,262.396, 527.389, 284,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,20480,512,20480,1,96.8661, 194.689, 214,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,20480,512,20480,1,92.915, 373.496, 223.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,20480,512,20480,1,348.685, 350.408, 237.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,K,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tbmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,20480,512,20480,1,275.748, 554.22, 300.7,
