
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,2048,1,65.2302, 130.524, 64.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,2048,1,53.5671, 214.373, 78.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,2048,1,118.149, 118.207, 142,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,2048,1,51.6858, 103.422, 324.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,4096,1,24.4601, 48.9322, 685.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,4096,1,73.0079, 292.103, 229.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,4096,1,94.8133, 94.8365, 707.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,4096,1,89.8018, 179.647, 747.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,6144,1,107.18, 214.395, 352.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,6144,1,93.7624, 375.111, 402.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,6144,1,142.947, 142.97, 1056.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,6144,1,134.469, 268.981, 1122.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,8192,1,142.451, 284.938, 471.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,8192,1,122.865, 491.52, 546.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,8192,1,188.973, 188.996, 1420.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,8192,1,176.509, 353.062, 1520.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,10240,1,146.021, 292.07, 718.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,10240,1,125.759, 503.084, 833.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,10240,1,193.268, 193.287, 2170.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,10240,1,179.928, 359.891, 2331.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,12288,1,110.465, 220.948, 1366.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,12288,1,137.669, 550.719, 1096.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,12288,1,213.534, 213.551, 2828.5,
