
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,2048,2048,1,55.9241, 112.121, 75,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,2048,2048,1,44.9069, 180.066, 93.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,2048,2048,1,93.3624, 93.5903, 179.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,2048,2048,1,47.7032, 95.6393, 351.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,4096,4096,1,76.8892, 153.966, 218.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,4096,4096,1,66.2346, 265.262, 253.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,4096,4096,1,99.2148, 99.3359, 676.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,4096,4096,1,90.835, 181.892, 738.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,6144,6144,1,112.953, 226.089, 334.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,6144,6144,1,97.7693, 391.396, 386.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,6144,6144,1,141.62, 141.735, 1066.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,6144,6144,1,135.155, 270.53, 1117.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,8192,8192,1,154.025, 308.239, 435.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,8192,8192,1,129.654, 518.932, 517.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,8192,8192,1,186.465, 186.579, 1439.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,8192,8192,1,177.337, 354.891, 1513.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,10240,10240,1,130.112, 260.352, 805.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,10240,10240,1,115.114, 460.682, 910.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,10240,10240,1,173.785, 173.87, 2413.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,10240,10240,1,162.086, 324.331, 2587.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,12288,12288,1,150.154, 300.43, 1005.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,12288,12288,1,131.14, 524.775, 1151.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,12288,12288,1,196.225, 196.305, 3078,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,12288,12288,1,183.057, 366.264, 3299.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,14336,14336,1,168.088, 336.293, 1222.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,14336,14336,1,144.958, 580.033, 1417.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,14336,14336,1,216.783, 216.858, 3792.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,14336,14336,1,217.287, 434.726, 3783.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,16384,16384,1,189.079, 378.273, 1419.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,16384,16384,1,157.736, 631.137, 1701.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,16384,16384,1,259.734, 259.814, 4134,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,16384,16384,1,244.321, 488.791, 4394.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,18432,18432,1,164.586, 329.261, 2064.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,18432,18432,1,145.748, 583.15, 2331,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,18432,18432,1,220.12, 220.18, 6173.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,18432,18432,1,243.235, 486.602, 5587,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,20480,20480,1,177.687, 355.461, 2360.5,
