
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,2048,1,1,1,2048,770.349, 1541.45, 10.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,2048,1,1,1,2048,451.441, 1806.64, 18.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,4096,1,1,1,4096,467.56, 935.348, 71.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,4096,1,1,1,4096,293.451, 1174.09, 114.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,6144,1,1,1,6144,471.424, 943, 160.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,6144,1,1,1,6144,300.406, 1201.82, 251.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,8192,1,1,1,8192,471.385, 942.885, 284.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,8192,1,1,1,8192,305.74, 1223.11, 439.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,10240,1,1,1,10240,488.373, 976.841, 429.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,10240,1,1,1,10240,302.984, 1212.06, 692.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,12288,1,1,1,12288,482.722, 965.522, 625.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,12288,1,1,1,12288,316.371, 1265.59, 954.7,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,14336,1,1,1,14336,491.745, 983.559, 836,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,14336,1,1,1,14336,318.583, 1274.42, 1290.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,16384,1,1,1,16384,488.746, 977.552, 1098.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,16384,1,1,1,16384,324.217, 1296.95, 1656.1,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,18432,1,1,1,18432,514.655, 1029.37, 1320.4,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,18432,1,1,1,18432,321.879, 1287.59, 2111.2,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,20480,1,1,1,20480,520.597, 1041.25, 1611.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,incy,lda,hipblas-Gflops,hipblas-GB/s,hipblas-us,
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,20480,1,1,1,20480,307.429, 1229.78, 2728.9,
