
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_r,f32_r,f32_r,f32_r,f32_r,N,2048,2048,1,2048,1,1,1,567.075, 1134.7, 14.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_r,f64_r,f64_r,f64_r,f64_r,N,2048,2048,1,2048,1,1,1,234.433, 938.19, 35.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_c,f32_c,f32_c,f32_c,f32_c,N,2048,2048,'(1:0)',2048,1,'(1:0)',1,1207.44, 1208.17, 27.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_c,f64_c,f64_c,f64_c,f64_c,N,2048,2048,'(1:0)',2048,1,'(1:0)',1,614.775, 1230.3, 54.6,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_r,f32_r,f32_r,f32_r,f32_r,N,4096,4096,1,4096,1,1,1,521.969, 1044.19, 64.3,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_r,f64_r,f64_r,f64_r,f64_r,N,4096,4096,1,4096,1,1,1,325.535, 1302.46, 103.1,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_c,f32_c,f32_c,f32_c,f32_c,N,4096,4096,'(1:0)',4096,1,'(1:0)',1,1294.53, 1294.92, 103.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_c,f64_c,f64_c,f64_c,f64_c,N,4096,4096,'(1:0)',4096,1,'(1:0)',1,693.4, 1387.22, 193.6,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_r,f32_r,f32_r,f32_r,f32_r,N,6144,6144,1,6144,1,1,1,599.76, 1199.71, 125.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_r,f64_r,f64_r,f64_r,f64_r,N,6144,6144,1,6144,1,1,1,344.951, 1380.03, 218.9,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_c,f32_c,f32_c,f32_c,f32_c,N,6144,6144,'(1:0)',6144,1,'(1:0)',1,1359.26, 1359.53, 222.2,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_c,f64_c,f64_c,f64_c,f64_c,N,6144,6144,'(1:0)',6144,1,'(1:0)',1,714.518, 1429.33, 422.7,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_r,f32_r,f32_r,f32_r,f32_r,N,8192,8192,1,8192,1,1,1,649.101, 1298.36, 206.8,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_r,f64_r,f64_r,f64_r,f64_r,N,8192,8192,1,8192,1,1,1,348.298, 1393.36, 385.4,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f32_c,f32_c,f32_c,f32_c,f32_c,N,8192,8192,'(1:0)',8192,1,'(1:0)',1,1374.6, 1374.81, 390.6,
function,a_type,b_type,c_type,d_type,compute_type,transA,M,N,alpha,lda,incx,beta,incy,hipblas-Gflops,hipblas-GB/s,hipblas-us,
gemv,f64_c,f64_c,f64_c,f64_c,f64_c,N,8192,8192,'(1:0)',8192,1,'(1:0)',1,708.899, 1418.01, 757.4,
